,id,krankheit
20027,T32.1-!,Verätzungen von 10-19Â % der Kä¶rperoberfläche
20028,T32.1-!,Verätzungen von 10-19Â % der Kä¶rperoberfläche
20029,T32.2-!,Verätzungen von 20-29Â % der Kä¶rperoberfläche
20030,T32.2-!,Verätzungen von 20-29Â % der Kä¶rperoberfläche
20031,T32.3-!,Verätzungen von 30-39Â % der Kä¶rperoberfläche
20032,T32.3-!,Verätzungen von 30-39Â % der Kä¶rperoberfläche
20033,T32.4-!,Verätzungen von 40-49Â % der Kä¶rperoberfläche
20034,T32.4-!,Verätzungen von 40-49Â % der Kä¶rperoberfläche
20035,T32.5-!,Verätzungen von 50-59Â % der Kä¶rperoberfläche
20036,T32.5-!,Verätzungen von 50-59Â % der Kä¶rperoberfläche
20037,T32.6-!,Verätzungen von 60-69Â % der Kä¶rperoberfläche
20038,T32.6-!,Verätzungen von 60-69Â % der Kä¶rperoberfläche
20039,T32.7-!,Verätzungen von 70-79Â % der Kä¶rperoberfläche
20040,T32.7-!,Verätzungen von 70-79Â % der Kä¶rperoberfläche
20041,T32.8-!,Verätzungen von 80-89Â % der Kä¶rperoberfläche
20042,T32.8-!,Verätzungen von 80-89Â % der Kä¶rperoberfläche
20043,T32.9-!,Verätzungen von 90Â % oder mehr der Kä¶rperoberfläche
20044,T32.9-!,Verätzungen von 90Â % oder mehr der Kä¶rperoberfläche
20045,T33.-,Oberflächliche Erfrierung
20046,T33.-,Oberflächliche Erfrierung
20047,T33.0,Oberflächliche Erfrierung des Kopfes
20048,T33.0,Oberflächliche Erfrierung des Kopfes
20049,T33.1,Oberflächliche Erfrierung des Halses
20050,T33.1,Oberflächliche Erfrierung des Halses
20051,T33.2,Oberflächliche Erfrierung des Thorax
20052,T33.2,Oberflächliche Erfrierung des Thorax
20053,T33.3,"Oberflächliche Erfrierung der Bauchdecke, der Lumbosakralgegend und des Beckens"
20054,T33.3,"Oberflächliche Erfrierung der Bauchdecke, der Lumbosakralgegend und des Beckens"
20055,T33.4,Oberflächliche Erfrierung des Armes
20056,T33.4,Oberflächliche Erfrierung des Armes
20057,T33.5,Oberflächliche Erfrierung des Handgelenkes und der Hand
20058,T33.5,Oberflächliche Erfrierung des Handgelenkes und der Hand
20059,T33.6,Oberflächliche Erfrierung der Hä¼fte und des Oberschenkels
20060,T33.6,Oberflächliche Erfrierung der Hä¼fte und des Oberschenkels
20061,T33.7,Oberflächliche Erfrierung des Knies und des Unterschenkels
20062,T33.7,Oberflächliche Erfrierung des Knies und des Unterschenkels
20063,T33.8,Oberflächliche Erfrierung der Knä¶chelregion und des Fuäes
20064,T33.8,Oberflächliche Erfrierung der Knä¶chelregion und des Fuäes
20065,T33.9,Oberflächliche Erfrierung an sonstigen und nicht näher bezeichneten Lokalisationen
20066,T33.9,Oberflächliche Erfrierung an sonstigen und nicht näher bezeichneten Lokalisationen
20067,T34.-,Erfrierung mit Gewebsnekrose
20068,T34.-,Erfrierung mit Gewebsnekrose
20069,T34.0,Erfrierung mit Gewebsnekrose des Kopfes
20070,T34.0,Erfrierung mit Gewebsnekrose des Kopfes
20071,T34.1,Erfrierung mit Gewebsnekrose des Halses
20072,T34.1,Erfrierung mit Gewebsnekrose des Halses
20073,T34.2,Erfrierung mit Gewebsnekrose des Thorax
20074,T34.2,Erfrierung mit Gewebsnekrose des Thorax
20075,T34.3,"Erfrierung mit Gewebsnekrose der Bauchdecke, der Lumbosakralgegend und des Beckens"
20076,T34.3,"Erfrierung mit Gewebsnekrose der Bauchdecke, der Lumbosakralgegend und des Beckens"
20077,T34.4,Erfrierung mit Gewebsnekrose des Armes
20078,T34.4,Erfrierung mit Gewebsnekrose des Armes
20079,T34.5,Erfrierung mit Gewebsnekrose des Handgelenkes und der Hand
20080,T34.5,Erfrierung mit Gewebsnekrose des Handgelenkes und der Hand
20081,T34.6,Erfrierung mit Gewebsnekrose der Hä¼fte und des Oberschenkels
20082,T34.6,Erfrierung mit Gewebsnekrose der Hä¼fte und des Oberschenkels
20083,T34.7,Erfrierung mit Gewebsnekrose des Knies und des Unterschenkels
20084,T34.7,Erfrierung mit Gewebsnekrose des Knies und des Unterschenkels
20085,T34.8,Erfrierung mit Gewebsnekrose der Knä¶chelregion und des Fuäes
20086,T34.8,Erfrierung mit Gewebsnekrose der Knä¶chelregion und des Fuäes
20087,T34.9,Erfrierung mit Gewebsnekrose an sonstigen und nicht näher bezeichneten Lokalisationen
20088,T34.9,Erfrierung mit Gewebsnekrose an sonstigen und nicht näher bezeichneten Lokalisationen
20089,T35.-,Erfrierung mit Beteiligung mehrerer Kä¶rperregionen und nicht näher bezeichnete Erfrierung
20090,T35.-,Erfrierung mit Beteiligung mehrerer Kä¶rperregionen und nicht näher bezeichnete Erfrierung
20091,T35.0,Oberflächliche Erfrierung mit Beteiligung mehrerer Kä¶rperregionen
20092,T35.0,Oberflächliche Erfrierung mit Beteiligung mehrerer Kä¶rperregionen
20093,T35.1,Erfrierung mit Gewebsnekrose mit Beteiligung mehrerer Kä¶rperregionen
20094,T35.1,Erfrierung mit Gewebsnekrose mit Beteiligung mehrerer Kä¶rperregionen
20095,T35.2,Nicht näher bezeichnete Erfrierung des Kopfes und des Halses
20096,T35.2,Nicht näher bezeichnete Erfrierung des Kopfes und des Halses
20097,T35.3,"Nicht näher bezeichnete Erfrierung des Thorax, des Abdomens, der Lumbosakralgegend und des Beckens"
20098,T35.3,"Nicht näher bezeichnete Erfrierung des Thorax, des Abdomens, der Lumbosakralgegend und des Beckens"
20099,T35.4,Nicht näher bezeichnete Erfrierung der oberen Extremität
20100,T35.4,Nicht näher bezeichnete Erfrierung der oberen Extremität
20101,T35.5,Nicht näher bezeichnete Erfrierung der unteren Extremität
20102,T35.5,Nicht näher bezeichnete Erfrierung der unteren Extremität
20103,T35.6,Nicht näher bezeichnete Erfrierung mit Beteiligung mehrerer Kä¶rperregionen
20104,T35.6,Nicht näher bezeichnete Erfrierung mit Beteiligung mehrerer Kä¶rperregionen
20105,T35.7,Nicht näher bezeichnete Erfrierung an nicht näher bezeichneten Lokalisationen
20106,T35.7,Nicht näher bezeichnete Erfrierung an nicht näher bezeichneten Lokalisationen
20107,T36.-,Vergiftung durch systemisch wirkende Antibiotika
20108,T36.-,Vergiftung durch systemisch wirkende Antibiotika
20109,T36.0,Penicilline
20110,T36.0,Penicilline
20111,T36.1,Cephalosporine und andere Beta-Laktam-Antibiotika
20112,T36.1,Cephalosporine und andere Beta-Laktam-Antibiotika
20113,T36.2,Chloramphenicol-Gruppe
20114,T36.2,Chloramphenicol-Gruppe
20115,T36.3,Makrolide
20116,T36.3,Makrolide
20117,T36.4,Tetrazykline
20118,T36.4,Tetrazykline
20119,T36.5,Aminoglykoside
20120,T36.5,Aminoglykoside
20121,T36.6,Rifamycine
20122,T36.6,Rifamycine
20123,T36.7,Antimykotika bei systemischer Anwendung
20124,T36.7,Antimykotika bei systemischer Anwendung
20125,T36.8,Sonstige systemisch wirkende Antibiotika
20126,T36.8,Sonstige systemisch wirkende Antibiotika
20127,T36.9,"Systemisch wirkendes Antibiotikum, nicht näher bezeichnet"
20128,T36.9,"Systemisch wirkendes Antibiotikum, nicht näher bezeichnet"
20129,T37.-,Vergiftung durch sonstige systemisch wirkende Antiinfektiva und Antiparasitika
20130,T37.-,Vergiftung durch sonstige systemisch wirkende Antiinfektiva und Antiparasitika
20131,T37.0,Sulfonamide
20132,T37.0,Sulfonamide
20133,T37.1,Antimykobakterielle Arzneimittel
20134,T37.1,Antimykobakterielle Arzneimittel
20135,T37.2,Antimalariamittel und Arzneimittel gegen andere Blutprotozoen
20136,T37.2,Antimalariamittel und Arzneimittel gegen andere Blutprotozoen
20137,T37.3,Sonstige Antiprotozoika
20138,T37.3,Sonstige Antiprotozoika
20139,T37.4,Anthelminthika
20140,T37.4,Anthelminthika
20141,T37.5,Virostatika
20142,T37.5,Virostatika
20143,T37.8,Sonstige näher bezeichnete systemisch wirkende Antiinfektiva und Antiparasitika
20144,T37.8,Sonstige näher bezeichnete systemisch wirkende Antiinfektiva und Antiparasitika
20145,T37.9,"Systemisch wirkendes Antiinfektivum und Antiparasitikum, nicht näher bezeichnet"
20146,T37.9,"Systemisch wirkendes Antiinfektivum und Antiparasitikum, nicht näher bezeichnet"
20147,T38.-,"Vergiftung durch Hormone und deren synthetische Ersatzstoffe und Antagonisten, anderenorts nicht klassifiziert"
20148,T38.-,"Vergiftung durch Hormone und deren synthetische Ersatzstoffe und Antagonisten, anderenorts nicht klassifiziert"
20149,T38.0,Glukokortikoide und synthetische Analoga
20150,T38.0,Glukokortikoide und synthetische Analoga
20151,T38.1,Schilddrä¼senhormone und Ersatzstoffe
20152,T38.1,Schilddrä¼senhormone und Ersatzstoffe
20153,T38.2,Thyreostatika
20154,T38.2,Thyreostatika
20155,T38.3,Insulin und orale blutzuckersenkende Arzneimittel [Antidiabetika]
20156,T38.3,Insulin und orale blutzuckersenkende Arzneimittel [Antidiabetika]
20157,T38.4,Orale Kontrazeptiva
20158,T38.4,Orale Kontrazeptiva
20159,T38.5,Sonstige ästrogene und Gestagene
20160,T38.5,Sonstige ästrogene und Gestagene
20161,T38.6,"Antigonadotropine, Antiä¶strogene und Antiandrogene, anderenorts nicht klassifiziert"
20162,T38.6,"Antigonadotropine, Antiä¶strogene und Antiandrogene, anderenorts nicht klassifiziert"
20163,T38.7,Androgene und verwandte Anabolika
20164,T38.7,Androgene und verwandte Anabolika
20165,T38.8,Sonstige und nicht näher bezeichnete Hormone und synthetische Ersatzstoffe
20166,T38.8,Sonstige und nicht näher bezeichnete Hormone und synthetische Ersatzstoffe
20167,T38.9,Sonstige und nicht näher bezeichnete Hormon-Antagonisten
20168,T38.9,Sonstige und nicht näher bezeichnete Hormon-Antagonisten
20169,T39.-,"Vergiftung durch nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika"
20170,T39.-,"Vergiftung durch nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika"
20171,T39.0,Salizylate
20172,T39.0,Salizylate
20173,T39.1,4-Aminophenol-Derivate
20174,T39.1,4-Aminophenol-Derivate
20175,T39.2,Pyrazolon-Derivate
20176,T39.2,Pyrazolon-Derivate
20177,T39.3,Sonstige nichtsteroidale Antiphlogistika [NSAID]
20178,T39.3,Sonstige nichtsteroidale Antiphlogistika [NSAID]
20179,T39.4,"Antirheumatika, anderenorts nicht klassifiziert"
20180,T39.4,"Antirheumatika, anderenorts nicht klassifiziert"
20181,T39.8,"Sonstige nichtopioidhaltige Analgetika und Antipyretika, anderenorts nicht klassifiziert"
20182,T39.8,"Sonstige nichtopioidhaltige Analgetika und Antipyretika, anderenorts nicht klassifiziert"
20183,T39.9,"Nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika, nicht näher bezeichnet"
20184,T39.9,"Nichtopioidhaltige Analgetika, Antipyretika und Antirheumatika, nicht näher bezeichnet"
20185,T40.-,Vergiftung durch Betäubungsmittel und Psychodysleptika [Halluzinogene]
20186,T40.-,Vergiftung durch Betäubungsmittel und Psychodysleptika [Halluzinogene]
20187,T40.0,Opium
20188,T40.0,Opium
20189,T40.1,Heroin
20190,T40.1,Heroin
20191,T40.2,Sonstige Opioide
20192,T40.2,Sonstige Opioide
20193,T40.3,Methadon
20194,T40.3,Methadon
20195,T40.4,Sonstige synthetische Betäubungsmittel
20196,T40.4,Sonstige synthetische Betäubungsmittel
20197,T40.5,Kokain
20198,T40.5,Kokain
20199,T40.6,Sonstige und nicht näher bezeichnete Betäubungsmittel
20200,T40.6,Sonstige und nicht näher bezeichnete Betäubungsmittel
20201,T40.7,Cannabis (-Derivate)
20202,T40.7,Cannabis (-Derivate)
20203,T40.8,Lysergid [LSD]
20204,T40.8,Lysergid [LSD]
20205,T40.9,Sonstige und nicht näher bezeichnete Psychodysleptika [Halluzinogene]
20206,T40.9,Sonstige und nicht näher bezeichnete Psychodysleptika [Halluzinogene]
20207,T41.-,Vergiftung durch Anästhetika und therapeutische Gase
20208,T41.-,Vergiftung durch Anästhetika und therapeutische Gase
20209,T41.0,Inhalationsanästhetika
20210,T41.0,Inhalationsanästhetika
20211,T41.1,Intravenä¶se Anästhetika
20212,T41.1,Intravenä¶se Anästhetika
20213,T41.2,Sonstige und nicht näher bezeichnete Allgemeinanästhetika
20214,T41.2,Sonstige und nicht näher bezeichnete Allgemeinanästhetika
20215,T41.3,Lokalanästhetika
20216,T41.3,Lokalanästhetika
20217,T41.4,"Anästhetikum, nicht näher bezeichnet"
20218,T41.4,"Anästhetikum, nicht näher bezeichnet"
20219,T41.5,Therapeutische Gase
20220,T41.5,Therapeutische Gase
20221,T42.-,"Vergiftung durch Antiepileptika, Sedativa, Hypnotika und Antiparkinsonmittel"
20222,T42.-,"Vergiftung durch Antiepileptika, Sedativa, Hypnotika und Antiparkinsonmittel"
20223,T42.0,Hydantoin-Derivate
20224,T42.0,Hydantoin-Derivate
20225,T42.1,Iminostilbene
20226,T42.1,Iminostilbene
20227,T42.2,Succinimide und Oxazolidine
20228,T42.2,Succinimide und Oxazolidine
20229,T42.3,Barbiturate
20230,T42.3,Barbiturate
20231,T42.4,Benzodiazepine
20232,T42.4,Benzodiazepine
20233,T42.5,"Gemischte Antiepileptika, anderenorts nicht klassifiziert"
20234,T42.5,"Gemischte Antiepileptika, anderenorts nicht klassifiziert"
20235,T42.6,"Sonstige Antiepileptika, Sedativa und Hypnotika"
20236,T42.6,"Sonstige Antiepileptika, Sedativa und Hypnotika"
20237,T42.7,"Antiepileptika, Sedativa und Hypnotika, nicht näher bezeichnet"
20238,T42.7,"Antiepileptika, Sedativa und Hypnotika, nicht näher bezeichnet"
20239,T42.8,Antiparkinsonmittel und andere zentral wirkende Muskelrelaxanzien
20240,T42.8,Antiparkinsonmittel und andere zentral wirkende Muskelrelaxanzien
20241,T43.-,"Vergiftung durch psychotrope Substanzen, anderenorts nicht klassifiziert"
20242,T43.-,"Vergiftung durch psychotrope Substanzen, anderenorts nicht klassifiziert"
20243,T43.0,Tri- und tetrazyklische Antidepressiva
20244,T43.0,Tri- und tetrazyklische Antidepressiva
20245,T43.1,Monoaminooxidase-hemmende Antidepressiva
20246,T43.1,Monoaminooxidase-hemmende Antidepressiva
20247,T43.2,Sonstige und nicht näher bezeichnete Antidepressiva
20248,T43.2,Sonstige und nicht näher bezeichnete Antidepressiva
20249,T43.3,Antipsychotika und Neuroleptika auf Phenothiazin-Basis
20250,T43.3,Antipsychotika und Neuroleptika auf Phenothiazin-Basis
20251,T43.4,Neuroleptika auf Butyrophenon- und Thioxanthen-Basis
20252,T43.4,Neuroleptika auf Butyrophenon- und Thioxanthen-Basis
20253,T43.5,Sonstige und nicht näher bezeichnete Antipsychotika und Neuroleptika
20254,T43.5,Sonstige und nicht näher bezeichnete Antipsychotika und Neuroleptika
20255,T43.6,Psychostimulanzien mit Missbrauchspotential
20256,T43.6,Psychostimulanzien mit Missbrauchspotential
20257,T43.8,"Sonstige psychotrope Substanzen, anderenorts nicht klassifiziert"
20258,T43.8,"Sonstige psychotrope Substanzen, anderenorts nicht klassifiziert"
20259,T43.9,"Psychotrope Substanz, nicht näher bezeichnet"
20260,T43.9,"Psychotrope Substanz, nicht näher bezeichnet"
20261,T44.-,Vergiftung durch primär auf das autonome Nervensystem wirkende Arzneimittel
20262,T44.-,Vergiftung durch primär auf das autonome Nervensystem wirkende Arzneimittel
20263,T44.0,Cholinesterase-Hemmer
20264,T44.0,Cholinesterase-Hemmer
20265,T44.1,Sonstige Parasympathomimetika [Cholinergika]
20266,T44.1,Sonstige Parasympathomimetika [Cholinergika]
20267,T44.2,"Ganglienblocker, anderenorts nicht klassifiziert"
20268,T44.2,"Ganglienblocker, anderenorts nicht klassifiziert"
20269,T44.3,"Sonstige Parasympatholytika [Anticholinergika und Antimuskarinika] und Spasmolytika, anderenorts nicht klassifiziert"
20270,T44.3,"Sonstige Parasympatholytika [Anticholinergika und Antimuskarinika] und Spasmolytika, anderenorts nicht klassifiziert"
20271,T44.4,"Vorwiegend Alpha-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
20272,T44.4,"Vorwiegend Alpha-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
20273,T44.5,"Vorwiegend Beta-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
20274,T44.5,"Vorwiegend Beta-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
20275,T44.6,"Alpha-Rezeptorenblocker, anderenorts nicht klassifiziert"
20276,T44.6,"Alpha-Rezeptorenblocker, anderenorts nicht klassifiziert"
20277,T44.7,"Beta-Rezeptorenblocker, anderenorts nicht klassifiziert"
20278,T44.7,"Beta-Rezeptorenblocker, anderenorts nicht klassifiziert"
20279,T44.8,"Zentral wirkende und adrenerge Neuronenblocker, anderenorts nicht klassifiziert"
20280,T44.8,"Zentral wirkende und adrenerge Neuronenblocker, anderenorts nicht klassifiziert"
20281,T44.9,"Sonstige und nicht näher bezeichnete, primär auf das autonome Nervensystem wirkende Arzneimittel"
20282,T44.9,"Sonstige und nicht näher bezeichnete, primär auf das autonome Nervensystem wirkende Arzneimittel"
20283,T45.-,"Vergiftung durch primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
20284,T45.-,"Vergiftung durch primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
20285,T45.0,Antiallergika und Antiemetika
20286,T45.0,Antiallergika und Antiemetika
20287,T45.1,Antineoplastika und Immunsuppressiva
20288,T45.1,Antineoplastika und Immunsuppressiva
20289,T45.2,"Vitamine, anderenorts nicht klassifiziert"
20290,T45.2,"Vitamine, anderenorts nicht klassifiziert"
20291,T45.3,"Enzyme, anderenorts nicht klassifiziert"
20292,T45.3,"Enzyme, anderenorts nicht klassifiziert"
20293,T45.4,Eisen und dessen Verbindungen
20294,T45.4,Eisen und dessen Verbindungen
20295,T45.5,Antikoagulanzien
20296,T45.5,Antikoagulanzien
20297,T45.6,Fibrinolytika und Fibrinolyse-Hemmer
20298,T45.6,Fibrinolytika und Fibrinolyse-Hemmer
20299,T45.7,"Antikoagulanzien-Antagonisten, Vitamin K und sonstige Koagulanzien"
20300,T45.7,"Antikoagulanzien-Antagonisten, Vitamin K und sonstige Koagulanzien"
20301,T45.8,"Sonstige primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
20302,T45.8,"Sonstige primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
20303,T45.9,"Primär systemisch und auf das Blut wirkendes Mittel, nicht näher bezeichnet"
20304,T45.9,"Primär systemisch und auf das Blut wirkendes Mittel, nicht näher bezeichnet"
20305,T46.-,Vergiftung durch primär auf das Herz-Kreislaufsystem wirkende Mittel
20306,T46.-,Vergiftung durch primär auf das Herz-Kreislaufsystem wirkende Mittel
20307,T46.0,Herzglykoside und Arzneimittel mit ähnlicher Wirkung
20308,T46.0,Herzglykoside und Arzneimittel mit ähnlicher Wirkung
20309,T46.1,Kalziumantagonisten
20310,T46.1,Kalziumantagonisten
20311,T46.2,"Sonstige Antiarrhythmika, anderenorts nicht klassifiziert"
20312,T46.2,"Sonstige Antiarrhythmika, anderenorts nicht klassifiziert"
20313,T46.3,"Koronardilatatoren, anderenorts nicht klassifiziert"
20314,T46.3,"Koronardilatatoren, anderenorts nicht klassifiziert"
20315,T46.4,Angiotensin-Konversionsenzym-Hemmer [ACE-Hemmer]
20316,T46.4,Angiotensin-Konversionsenzym-Hemmer [ACE-Hemmer]
20317,T46.5,"Sonstige Antihypertensiva, anderenorts nicht klassifiziert"
20318,T46.5,"Sonstige Antihypertensiva, anderenorts nicht klassifiziert"
20319,T46.6,Antihyperlipidämika und Arzneimittel gegen Arteriosklerose
20320,T46.6,Antihyperlipidämika und Arzneimittel gegen Arteriosklerose
20321,T46.7,Periphere Vasodilatatoren
20322,T46.7,Periphere Vasodilatatoren
20323,T46.8,"Antivarikosa, einschlieälich Verä¶dungsmitteln"
20324,T46.8,"Antivarikosa, einschlieälich Verä¶dungsmitteln"
20325,T46.9,"Sonstige und nicht näher bezeichnete, primär auf das Herz-Kreislaufsystem wirkende Mittel"
20326,T46.9,"Sonstige und nicht näher bezeichnete, primär auf das Herz-Kreislaufsystem wirkende Mittel"
20327,T47.-,Vergiftung durch primär auf den Magen-Darm-Trakt wirkende Mittel
20328,T47.-,Vergiftung durch primär auf den Magen-Darm-Trakt wirkende Mittel
20329,T47.0,Histamin-H2-Rezeptorenblocker 
20330,T47.0,Histamin-H2-Rezeptorenblocker 
20331,T47.1,Sonstige Antazida und Magensekretionshemmer
20332,T47.1,Sonstige Antazida und Magensekretionshemmer
20333,T47.2,Stimulierende Laxanzien
20334,T47.2,Stimulierende Laxanzien
20335,T47.3,Salinische und osmotische Laxanzien
20336,T47.3,Salinische und osmotische Laxanzien
20337,T47.4,Sonstige Laxanzien
20338,T47.4,Sonstige Laxanzien
20339,T47.5,Digestiva
20340,T47.5,Digestiva
20341,T47.6,Antidiarrhoika
20342,T47.6,Antidiarrhoika
20343,T47.7,Emetika
20344,T47.7,Emetika
20345,T47.8,Sonstige primär auf den Magen-Darm-Trakt wirkende Mittel
20346,T47.8,Sonstige primär auf den Magen-Darm-Trakt wirkende Mittel
20347,T47.9,"Primär auf den Magen-Darm-Trakt wirkendes Arzneimittel, nicht näher bezeichnet"
20348,T47.9,"Primär auf den Magen-Darm-Trakt wirkendes Arzneimittel, nicht näher bezeichnet"
20349,T48.-,"Vergiftung durch primär auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel"
20350,T48.-,"Vergiftung durch primär auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel"
20351,T48.0,Oxytozin [Ocytocin] und ähnlich wirkende Wehenmittel
20352,T48.0,Oxytozin [Ocytocin] und ähnlich wirkende Wehenmittel
20353,T48.1,Muskelrelaxanzien [neuromuskuläre Blocker]
20354,T48.1,Muskelrelaxanzien [neuromuskuläre Blocker]
20355,T48.2,"Sonstige und nicht näher bezeichnete, primär auf die Muskulatur wirkende Mittel"
20356,T48.2,"Sonstige und nicht näher bezeichnete, primär auf die Muskulatur wirkende Mittel"
20357,T48.3,Antitussiva
20358,T48.3,Antitussiva
20359,T48.4,Expektoranzien
20360,T48.4,Expektoranzien
20361,T48.5,Arzneimittel gegen Erkältungskrankheiten
20362,T48.5,Arzneimittel gegen Erkältungskrankheiten
20363,T48.6,"Antiasthmatika, anderenorts nicht klassifiziert"
20364,T48.6,"Antiasthmatika, anderenorts nicht klassifiziert"
20365,T48.7,"Sonstige und nicht näher bezeichnete, primär auf das Atmungssystem wirkende Mittel"
20366,T48.7,"Sonstige und nicht näher bezeichnete, primär auf das Atmungssystem wirkende Mittel"
20367,T49.-,"Vergiftung durch primär auf Haut und Schleimhäute wirkende und in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde angewendete Mittel zur topischen Anwendung"
20368,T49.-,"Vergiftung durch primär auf Haut und Schleimhäute wirkende und in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde angewendete Mittel zur topischen Anwendung"
20369,T49.0,"Antimykotika, Antiinfektiva und Antiphlogistika zur lokalen Anwendung, anderenorts nicht klassifiziert"
20370,T49.0,"Antimykotika, Antiinfektiva und Antiphlogistika zur lokalen Anwendung, anderenorts nicht klassifiziert"
20371,T49.1,Antipruriginosa
20372,T49.1,Antipruriginosa
20373,T49.2,Adstringenzien und Detergenzien zur lokalen Anwendung
20374,T49.2,Adstringenzien und Detergenzien zur lokalen Anwendung
20375,T49.3,"Hauterweichende [Emollienzien], hautpflegende [Demulzenzien] und hautschä¼tzende Mittel"
20376,T49.3,"Hauterweichende [Emollienzien], hautpflegende [Demulzenzien] und hautschä¼tzende Mittel"
20377,T49.4,"Keratolytika, Keratoplastika und sonstige Arzneimittel und Präparate zur Haarbehandlung"
20378,T49.4,"Keratolytika, Keratoplastika und sonstige Arzneimittel und Präparate zur Haarbehandlung"
20379,T49.5,Ophthalmika
20380,T49.5,Ophthalmika
20381,T49.6,In der Hals-Nasen-Ohrenheilkunde angewendete Arzneimittel und Präparate
20382,T49.6,In der Hals-Nasen-Ohrenheilkunde angewendete Arzneimittel und Präparate
20383,T49.7,Dentalpharmaka bei topischer Anwendung
20384,T49.7,Dentalpharmaka bei topischer Anwendung
20385,T49.8,Sonstige Mittel zur topischen Anwendung
20386,T49.8,Sonstige Mittel zur topischen Anwendung
20387,T49.9,"Mittel zur topischen Anwendung, nicht näher bezeichnet"
20388,T49.9,"Mittel zur topischen Anwendung, nicht näher bezeichnet"
20389,T50.-,"Vergiftung durch Diuretika und sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
20390,T50.-,"Vergiftung durch Diuretika und sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
20391,T50.0,Mineralokortikoide und deren Antagonisten
20392,T50.0,Mineralokortikoide und deren Antagonisten
20393,T50.1,Schleifendiuretika [High-ceiling-Diuretika]
20394,T50.1,Schleifendiuretika [High-ceiling-Diuretika]
20395,T50.2,"Carboanhydrase-Hemmer, Benzothiadiazin-Derivate und andere Diuretika"
20396,T50.2,"Carboanhydrase-Hemmer, Benzothiadiazin-Derivate und andere Diuretika"
20397,T50.3,"Auf den Elektrolyt-, Kalorien- und Wasserhaushalt wirkende Mittel"
20398,T50.3,"Auf den Elektrolyt-, Kalorien- und Wasserhaushalt wirkende Mittel"
20399,T50.4,Auf den Harnsäurestoffwechsel wirkende Arzneimittel
20400,T50.4,Auf den Harnsäurestoffwechsel wirkende Arzneimittel
20401,T50.5,Appetitzä¼gler
20402,T50.5,Appetitzä¼gler
20403,T50.6,"Antidote und Chelatbildner, anderenorts nicht klassifiziert"
20404,T50.6,"Antidote und Chelatbildner, anderenorts nicht klassifiziert"
20405,T50.7,Analeptika und Opioid-Rezeptor-Antagonisten
20406,T50.7,Analeptika und Opioid-Rezeptor-Antagonisten
20407,T50.8,Diagnostika
20408,T50.8,Diagnostika
20409,T50.9,"Sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
20410,T50.9,"Sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
20411,T51.-,Toxische Wirkung von Alkohol
20412,T51.-,Toxische Wirkung von Alkohol
20413,T51.0,äthanol
20414,T51.0,äthanol
20415,T51.1,Methanol
20416,T51.1,Methanol
20417,T51.2,2-Propanol
20418,T51.2,2-Propanol
20419,T51.3,Fuselä¶l
20420,T51.3,Fuselä¶l
20421,T51.8,Sonstige Alkohole
20422,T51.8,Sonstige Alkohole
20423,T51.9,"Alkohol, nicht näher bezeichnet"
20424,T51.9,"Alkohol, nicht näher bezeichnet"
20425,T52.-,Toxische Wirkung von organischen Lä¶sungsmitteln
20426,T52.-,Toxische Wirkung von organischen Lä¶sungsmitteln
20427,T52.0,Erdä¶lprodukte
20428,T52.0,Erdä¶lprodukte
20429,T52.1,Benzol
20430,T52.1,Benzol
20431,T52.2,Benzol-Homologe
20432,T52.2,Benzol-Homologe
20433,T52.3,Glykole
20434,T52.3,Glykole
20435,T52.4,Ketone
20436,T52.4,Ketone
20437,T52.8,Sonstige organische Lä¶sungsmittel
20438,T52.8,Sonstige organische Lä¶sungsmittel
20439,T52.9,"Organisches Lä¶sungsmittel, nicht näher bezeichnet"
20440,T52.9,"Organisches Lä¶sungsmittel, nicht näher bezeichnet"
20441,T53.-,Toxische Wirkung von halogenierten aliphatischen und aromatischen Kohlenwasserstoffen
20442,T53.-,Toxische Wirkung von halogenierten aliphatischen und aromatischen Kohlenwasserstoffen
20443,T53.0,Tetrachlorkohlenstoff
20444,T53.0,Tetrachlorkohlenstoff
20445,T53.1,Chloroform
